TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Label
-26.05013904887062,70.1064370139491,81.6098510166371,1.1246019108280254,5106.925758177688,0.7730061349693251,0.022348816827344433,0.32865907099035935,0.24934268185801928,0
459.4111867372615,68.09733599243398,141.70565146203697,1.1246019108280254,13797.291181609393,0.7730061349693251,0.024539877300613498,0.32865907099035935,0.24934268185801928,0
124.35372883240515,18.874360965313766,56.56993416438715,1.1246019108280254,1096.9171550882752,0.7730061349693251,0.024539877300613498,0.32164767747589834,0.261612620508326,1
202.384113407887,25.906214540616656,25.52043726759723,1.1246019108280254,8581.232686137475,0.7730061349693251,0.024101665205959685,0.32164767747589834,0.261612620508326,0
-26.90805772484225,25.906214540616656,198.79666188516683,1.1246019108280254,7435.817457383363,0.22699386503067484,0.02497808939526731,0.32164767747589834,0.261612620508326,1
78.58912946104371,17.86981045455621,172.7551483588269,1.1246019108280254,754.5267878035911,0.7730061349693251,0.026292725679228746,0.32865907099035935,0.261612620508326,1
-35.44702954662233,36.95627015894976,139.70245811385695,1.1246019108280254,13352.858092657363,0.22699386503067484,0.02497808939526731,0.32865907099035935,0.24934268185801928,0
184.85040046771687,67.09278548167643,291.9451525755366,1.1246019108280254,2779.2602199139424,0.22699386503067484,0.024101665205959685,0.3496932515337423,0.2397020157756354,0
97.46334033241948,51.01997730955554,86.61783438708709,1.1246019108280254,9109.969365096957,0.22699386503067484,0.024101665205959685,0.3496932515337423,0.24934268185801928,0
1048.854937047017,55.038179352585765,120.672121306147,1.1246019108280254,995.9397863704771,0.7730061349693251,0.022787028921998246,0.32865907099035935,0.24934268185801928,1
-21.10370168272169,52.024527820313104,59.57472418665714,1.1246019108280254,7606.79655528594,0.22699386503067484,0.01621384750219106,0.32164767747589834,0.24934268185801928,0
209.78366198814228,20.883461986828873,173.75674503291688,1.1246019108280254,1505.4297587414667,0.7730061349693251,0.025416301489921123,0.32164767747589834,0.261612620508326,1
617.9652820402677,23.89711351910154,111.65775123933703,1.1246019108280254,1597.100364900025,0.22699386503067484,0.024539877300613498,0.3496932515337423,0.261612620508326,1
1003.0099077997834,25.906214540616656,123.67691132841699,1.1246019108280254,159.54726648131327,0.7730061349693251,0.025416301489921123,0.32865907099035935,0.261612620508326,1
178.9119946324758,17.86981045455621,134.69447474340697,1.1246019108280254,270.34397323407666,0.7730061349693251,0.020595968448729185,0.32164767747589834,0.261612620508326,1
578.997007180119,35.95171964819221,129.686491372957,1.1246019108280254,3451.9401530563946,0.7730061349693251,0.026292725679228746,0.32865907099035935,0.24934268185801928,1
700.1109952645509,18.874360965313766,158.73279492156692,1.1246019108280254,1105.8721501641744,0.22699386503067484,0.021910604732690624,0.3496932515337423,0.261612620508326,1
615.8338903296507,38.96537118046488,234.85414215240672,1.1246019108280254,5104.674446284308,0.7730061349693251,0.020595968448729185,0.32164767747589834,0.24934268185801928,1
